"Domain","Phylum","Class","Order","Family","Genus","Species","ASV","North_Red_Sea_Autumn","North_Red_Sea_Spring","Northern_Crete_Autumn","Northern_Crete_Spring"
"Bacteria","Epsilonbacteraeota",NA,NA,NA,NA,NA,NA,"0","0.13","1.67","0.56"
"Bacteria","Bacteroidetes",NA,NA,NA,NA,NA,NA,"11.28","22.91","6.83","7.27"
"Bacteria","Spirochaetes",NA,NA,NA,NA,NA,NA,"0","0","0","0"
"Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA,"10.46","39.92","71.07","61.21"
"Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA,NA,"0","0.64","1.18","0.53"
"Bacteria","Deferribacteres",NA,NA,NA,NA,NA,NA,"0","0","1","0.01"
"Bacteria","Fusobacteria",NA,NA,NA,NA,NA,NA,"2.95","6.48","3.13","10"
"Bacteria","Tenericutes",NA,NA,NA,NA,NA,NA,"7.95","9.36","4.88","7.23"
"Bacteria","Firmicutes",NA,NA,NA,NA,NA,NA,"67.36","20.56","10.24","13.19"
